run,generation_line,generation,rule_id,status,matched_previous_rule_id,similarity,category,rule_text,previous_rule_text
9 generationLine7,direct,13,00400,mutated,00392,0.778,Communication|Altruism|Self Preservation,"Teammate low health: Send 6+ bread to them, then defend closest threat. Message ""Sending 6 bread, assisting.""","Teammate low/critical: Send 6 bread to them, attack closest threat. Message ""6 bread to teammate, assisting."""
9 generationLine7,direct,13,00401,mutated,00393,0.921,Communication|Mutualism|Self Preservation,Communicate only changes: threats/dist/health/shares/clears/roles/ready.,Communicate only changes: threats/dist/health lows/shares/clears/roles.
9 generationLine7,direct,13,00403,new,,,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Low danger: Test bait-snipe-""I kite threats to planks, you snipe from high?"" Drop plank line barrier first.",
9 generationLine7,direct,13,,disappeared,00391,,Communication|Spatial Coordination & Architecture,,"Threats: Bow kite >6b circle sniping closest if arrows>10, sword <5b from cover/high with teammate. Drop 10 planks to block paths. Message ""Bow/sword ID X."""
9 generationLine7,direct,13,,disappeared,00395,,Communication|Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,,"Low danger: Test spreading-message ""Test: I patrol +10z, you -10z?"" Drop 10+ planks line for barrier, test bait: ""I kite to barrier, you snipe."""
9 generationLine7,direct,14,00404,mutated,00396,0.582,Communication|Self Preservation,"Equip leather tunic first, sword/bow next on gear pickup. Drop 10+ planks in line for barrier. Message ""Gear ready, barrier down.""","Gear pickup: Equip leather tunic first, sword/bow next, establish defensive position radius 5-10. Message ""Gear ready, defending."""
9 generationLine7,direct,14,00405,mutated,00397,0.859,Communication,"Spot threats: Message concise ""Zombie ID15 4b ID16 3b, targeting closest.""","Spot threats: Message concise ""Zombies ID15 5b ID16 3b closest first."""
9 generationLine7,direct,14,00406,mutated,00398,0.93,Communication|Spatial Coordination & Architecture|Self Preservation,"Health <10 or drop >5: Eat 6+ bread immediately, retreat >10b to cover/teammate. Message ""Health X low, eating retreating.""","Health <12 or drop >4: Eat 6+ bread immediately, retreat >10b to teammate/cover. Message ""Health X low, eating retreating."""
9 generationLine7,direct,14,00407,new,,,Spatial Coordination & Architecture|Self Preservation,Single threat: Bow kite >6b or sword <4b from cover/planks.,
9 generationLine7,direct,14,00408,new,,,Spatial Coordination & Architecture|Self Preservation,"Multiple threats: Try defend_from_multiple_hosts dist 4-5 scan 15-20, or kite separately >8b apart.",
9 generationLine7,direct,14,00409,mutated,00400,0.874,Communication|Altruism|Self Preservation,"Teammate low health: Send 6+ bread/arrows, then assist closest threat. Message ""Sending bread, assisting.""","Teammate low health: Send 6+ bread to them, then defend closest threat. Message ""Sending 6 bread, assisting."""
9 generationLine7,direct,14,00410,mutated,00401,0.914,Communication|Mutualism|Self Preservation,Communicate only changes: threats/dist/health/shares/clears/ready/roles.,Communicate only changes: threats/dist/health/shares/clears/roles/ready.
9 generationLine7,direct,14,00412,new,,,Mutualism|Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Low danger: Test ""I tank closest, you snipe farthest from high?"" Maintain 8b spacing.",
9 generationLine7,direct,14,00413,new,,,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming,"Test: Propose ""Drop plank wall 2-high x 10-wide early, hide behind to shoot.""",
9 generationLine7,direct,14,,disappeared,00399,,Communication|Spatial Coordination & Architecture|Self Preservation,,"Threats: Prioritize defend_from_multiple_hosts dist 5-6 scan 20 if avail, else bow kite >6b or sword <5b from cover. Drop 10+ planks to block/funnel. Message ""Defending ID X."""
9 generationLine7,direct,14,,disappeared,00403,,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,,"Low danger: Test bait-snipe-""I kite threats to planks, you snipe from high?"" Drop plank line barrier first."
9 generationLine7,direct,15,00414,became less specific,00404,0.755,Communication|Self Preservation,"Equip leather tunic first, sword/bow next on gear pickup. Message ""Gear ready.""","Equip leather tunic first, sword/bow next on gear pickup. Drop 10+ planks in line for barrier. Message ""Gear ready, barrier down."""
9 generationLine7,direct,15,00415,mutated,00405,0.932,Communication,"Spot threats: Message concise ""Z ID15 3b ID16 5b, targeting closest.""","Spot threats: Message concise ""Zombie ID15 4b ID16 3b, targeting closest."""
9 generationLine7,direct,15,00416,persisted,00406,1.0,Communication|Spatial Coordination & Architecture|Self Preservation,"Health <10 or drop >5: Eat 6+ bread immediately, retreat >10b to cover/teammate. Message ""Health X low, eating retreating.""","Health <10 or drop >5: Eat 6+ bread immediately, retreat >10b to cover/teammate. Message ""Health X low, eating retreating."""
9 generationLine7,direct,15,00417,mutated,00407,0.935,Spatial Coordination & Architecture|Self Preservation,Single threat: Bow kite >6b or sword <4b from cover.,Single threat: Bow kite >6b or sword <4b from cover/planks.
9 generationLine7,direct,15,00418,became less specific,00408,0.83,Spatial Coordination & Architecture|Self Preservation,"Multiple threats: Use defend_from_multiple_hosts dist=8 scan=16, or kite >8b apart.","Multiple threats: Try defend_from_multiple_hosts dist 4-5 scan 15-20, or kite separately >8b apart."
9 generationLine7,direct,15,00419,mutated,00409,0.931,Communication|Altruism|Self Preservation,"Teammate health <10: Send 6+ bread/arrows first, then assist closest threat. Message ""Sending bread, assisting.""","Teammate low health: Send 6+ bread/arrows, then assist closest threat. Message ""Sending bread, assisting."""
9 generationLine7,direct,15,00420,persisted,00410,1.0,Communication|Mutualism|Self Preservation,Communicate only changes: threats/dist/health/shares/clears/ready/roles.,Communicate only changes: threats/dist/health/shares/clears/ready/roles.
9 generationLine7,direct,15,00421,new,,,Spatial Coordination & Architecture,"Area clear 30b: Move high ground together, maintain 8b spacing.",
9 generationLine7,direct,15,00422,mutated,00412,0.855,Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Low danger: Test ""I tank closest, you snipe farthest from high?""","Low danger: Test ""I tank closest, you snipe farthest from high?"" Maintain 8b spacing."
9 generationLine7,direct,15,,disappeared,00413,,Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming,,"Test: Propose ""Drop plank wall 2-high x 10-wide early, hide behind to shoot."""
9 generationLine7,direct,16,00423,persisted,00414,1.0,Communication|Self Preservation,"Equip leather tunic first, sword/bow next on gear pickup. Message ""Gear ready.""","Equip leather tunic first, sword/bow next on gear pickup. Message ""Gear ready."""
9 generationLine7,direct,16,00424,persisted,00415,1.0,Communication,"Spot threats: Message concise ""Z ID15 3b ID16 5b, targeting closest.""","Spot threats: Message concise ""Z ID15 3b ID16 5b, targeting closest."""
9 generationLine7,direct,16,00425,mutated,00416,0.991,Communication|Spatial Coordination & Architecture|Self Preservation,"Health <10 or drop >5: Eat 4+ bread immediately, retreat >10b to cover/teammate. Message ""Health X low, eating retreating.""","Health <10 or drop >5: Eat 6+ bread immediately, retreat >10b to cover/teammate. Message ""Health X low, eating retreating."""
9 generationLine7,direct,16,00426,mutated,00417,0.775,Spatial Coordination & Architecture|Self Preservation,"Single threat: attack_hostile_by_id closest, bow kite >6b or sword <4b from cover.",Single threat: Bow kite >6b or sword <4b from cover.
9 generationLine7,direct,16,00428,mutated,00419,0.939,Communication|Altruism|Self Preservation,"Teammate health <10: Send 6+ bread/arrows first, assist closest. Message ""Sending bread, assisting.""","Teammate health <10: Send 6+ bread/arrows first, then assist closest threat. Message ""Sending bread, assisting."""
9 generationLine7,direct,16,00429,mutated,00420,0.833,Communication|Self Preservation,Communicate only changes: threats/dist/health/positions/clears/shares/ready.,Communicate only changes: threats/dist/health/shares/clears/ready/roles.
9 generationLine7,direct,16,00430,new,,,Communication,"Area clear 30b: establish_defensive_position nearby radius=5, message ""Clear, defending at X Z.""",
9 generationLine7,direct,16,00431,mutated,00422,0.828,Mutualism|Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Low danger: Test ""I tank closest, you snipe farthest?"" maintain 8b spacing.","Low danger: Test ""I tank closest, you snipe farthest from high?"""
9 generationLine7,direct,16,,disappeared,00418,,Spatial Coordination & Architecture|Self Preservation,,"Multiple threats: Use defend_from_multiple_hosts dist=8 scan=16, or kite >8b apart."
9 generationLine7,direct,16,,disappeared,00421,,Spatial Coordination & Architecture,,"Area clear 30b: Move high ground together, maintain 8b spacing."
9 generationLine7,direct,17,00432,mutated,00423,0.887,Communication|Self Preservation,"Equip leather tunic first, sword/bow next. Message ""Gear ready.""","Equip leather tunic first, sword/bow next on gear pickup. Message ""Gear ready."""
9 generationLine7,direct,17,00433,mutated,00424,0.9,Communication,"Spot threats: Message ""Z ID15 4b ID16 4b targeting closest.""","Spot threats: Message concise ""Z ID15 3b ID16 5b, targeting closest."""
9 generationLine7,direct,17,00434,mutated,00425,0.853,Communication|Spatial Coordination & Architecture|Self Preservation,"Health <12 or drop >6: Eat 5+ bread, retreat >12b to teammate/cover. Message ""Health X low, eating retreating.""","Health <10 or drop >5: Eat 4+ bread immediately, retreat >10b to cover/teammate. Message ""Health X low, eating retreating."""
9 generationLine7,direct,17,00435,mutated,00428,0.686,Communication|Altruism|Self Preservation,"Teammate health <12: Send 8+ bread/arrows, move_to_teammate_pos radius=5, assist closest. Message ""Aid sent, moving to you.""","Teammate health <10: Send 6+ bread/arrows first, assist closest. Message ""Sending bread, assisting."""
9 generationLine7,direct,17,00436,mutated,00429,0.838,Communication|Self Preservation,Communicate only changes: threats/health/dist/positions/shares/clears/ready.,Communicate only changes: threats/dist/health/positions/clears/shares/ready.
9 generationLine7,direct,17,00437,mutated,00430,0.961,Communication,"Area clear 30b: establish_defensive_position nearby radius=6-8, message ""Clear, defending X Z.""","Area clear 30b: establish_defensive_position nearby radius=5, message ""Clear, defending at X Z."""
9 generationLine7,direct,17,00438,mutated,00426,0.915,Spatial Coordination & Architecture|Self Preservation,Single threat: attack_hostile_by_id closest bow >6b kite or sword <4b cover.,"Single threat: attack_hostile_by_id closest, bow kite >6b or sword <4b from cover."
9 generationLine7,direct,17,00440,mutated,00431,0.636,Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Safe low danger: Test roles ""I tank closest sword, you bow farthest 10b apart?"" or reverse.","Low danger: Test ""I tank closest, you snipe farthest?"" maintain 8b spacing."
9 generationLine7,direct,17,00441,new,,,Communication|Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test retreat: Incoming multiples, kneel_and_defend pull=10b + message teammate ""Pulling mobs, cover fire?""",
9 generationLine7,direct,18,00442,mutated,00432,0.908,Communication|Self Preservation,"Equip leather tunic first, ready sword/bow. Message ""Gear ready.""","Equip leather tunic first, sword/bow next. Message ""Gear ready."""
9 generationLine7,direct,18,00443,became more specific,00433,0.603,Communication,"New threats: Message ""Z ID15 4b ID16 4b"" then defend_from_multiple_hosts dist=8-10 scan=18-20.","Spot threats: Message ""Z ID15 4b ID16 4b targeting closest."""
9 generationLine7,direct,18,00444,mutated,00434,0.865,Communication|Spatial Coordination & Architecture|Self Preservation,"Health <10 or drop >8: Immediately eat 5+ bread, retreat >12b to teammate/cover. Message ""HP X low, eat retreat.""","Health <12 or drop >6: Eat 5+ bread, retreat >12b to teammate/cover. Message ""Health X low, eating retreating."""
9 generationLine7,direct,18,00445,mutated,00435,0.9,Communication,"Teammate HP <12: Send 8+ bread/arrows, move_to_teammate_pos radius=5, assist. Message ""Aid sent, to you.""","Teammate health <12: Send 8+ bread/arrows, move_to_teammate_pos radius=5, assist closest. Message ""Aid sent, moving to you."""
9 generationLine7,direct,18,00446,mutated,00436,0.788,Communication|Self Preservation,Communicate only changes: threats/health/shares/clears/positions.,Communicate only changes: threats/health/dist/positions/shares/clears/ready.
9 generationLine7,direct,18,00447,mutated,00437,0.916,Communication,"Area clear 20b+: establish_defensive_position radius=8, message ""Clear, defend X Z.""","Area clear 30b: establish_defensive_position nearby radius=6-8, message ""Clear, defending X Z."""
9 generationLine7,direct,18,00448,mutated,00438,0.806,Spatial Coordination & Architecture|Self Preservation,"Single threat: attack_hostile_by_id closest, sword <5b, bow >6b kite back.",Single threat: attack_hostile_by_id closest bow >6b kite or sword <4b cover.
9 generationLine7,direct,18,00450,mutated,00440,0.727,Communication|Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Safe/low danger: Test ""I tank sword close, you bow far 10b?"" or reverse, message first.","Safe low danger: Test roles ""I tank closest sword, you bow farthest 10b apart?"" or reverse."
9 generationLine7,direct,18,00451,mutated,00441,0.598,Cultural Scientific Method - Testing & Meta-Gaming,"Multi incoming: Test pull with kneel_and_defend radius=10 + ""Pulling to me, cover?""","Test retreat: Incoming multiples, kneel_and_defend pull=10b + message teammate ""Pulling mobs, cover fire?"""
9 generationLine7,direct,19,00452,mutated,00442,0.947,Communication|Self Preservation,"Equip leather tunic, ready sword/bow. Message ""Gear ready.""","Equip leather tunic first, ready sword/bow. Message ""Gear ready."""
9 generationLine7,direct,19,00453,became less specific,00443,0.723,Communication,"Any new threat(s): Message ""Threats Xb"" then defend_from_multiple_hosts preferredDistance=8 scanRadius=20.","New threats: Message ""Z ID15 4b ID16 4b"" then defend_from_multiple_hosts dist=8-10 scan=18-20."
9 generationLine7,direct,19,00454,mutated,00444,0.804,Spatial Coordination & Architecture|Self Preservation,"Health <12 or big drop: Eat 5+ bread, retreat >12b to teammate/cover. ""Low HP, eat retreat.""","Health <10 or drop >8: Immediately eat 5+ bread, retreat >12b to teammate/cover. Message ""HP X low, eat retreat."""
9 generationLine7,direct,19,00455,mutated,00445,0.957,Communication,"Teammate HP <12: Send 8+ bread/arrows, move_to_teammate_pos radius=5, assist. ""Aid sent, to you.""","Teammate HP <12: Send 8+ bread/arrows, move_to_teammate_pos radius=5, assist. Message ""Aid sent, to you."""
9 generationLine7,direct,19,00456,mutated,00446,0.879,Communication|Self Preservation,Communicate only changes: threats/health/aid/clear/pos.,Communicate only changes: threats/health/shares/clears/positions.
9 generationLine7,direct,19,00457,mutated,00447,0.862,Communication,"Area clear 20b+: establish_defensive_position radius=8, message ""Clear, defend here."" Share if separated.","Area clear 20b+: establish_defensive_position radius=8, message ""Clear, defend X Z."""
9 generationLine7,direct,19,00458,mutated,00450,0.889,Communication|Mutualism|Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Low danger: Test ""I tank sword close, you bow kite 10b?"" or reverse; message roles first.","Safe/low danger: Test ""I tank sword close, you bow far 10b?"" or reverse, message first."
9 generationLine7,direct,19,00459,new,,,Cultural Scientific Method - Testing & Meta-Gaming,"Multi incoming: Test both move_to each other radius=10 for tight group, then defend. ""Group on me?""",
9 generationLine7,direct,19,,disappeared,00448,,Spatial Coordination & Architecture|Self Preservation,,"Single threat: attack_hostile_by_id closest, sword <5b, bow >6b kite back."
9 generationLine7,direct,19,,disappeared,00451,,Cultural Scientific Method - Testing & Meta-Gaming,,"Multi incoming: Test pull with kneel_and_defend radius=10 + ""Pulling to me, cover?"""
9 generationLine7,direct,20,00460,mutated,00452,0.92,Self Preservation,"Equip leather tunic, ready sword/bow. ""Gear ready.""","Equip leather tunic, ready sword/bow. Message ""Gear ready."""
9 generationLine7,direct,20,00461,mutated,00456,0.867,Communication|Mutualism|Self Preservation,Communicate only changes: threats/dist/HP/aid/clear/pos/roles.,Communicate only changes: threats/health/aid/clear/pos.
9 generationLine7,direct,20,00462,new,,,Spatial Coordination & Architecture|Self Preservation,"New threats <6b: ""Close threats Xb!"", eat 3+ bread, retreat >12b to teammate/cover, then defend_from_multiple_hosts dist=8 rad=20.",
9 generationLine7,direct,20,00464,mutated,00454,0.745,Spatial Coordination & Architecture|Self Preservation,"Health <12 or drop >5: Eat 6+ bread immediately, retreat >15b. ""Low HP, eat retreat.""","Health <12 or big drop: Eat 5+ bread, retreat >12b to teammate/cover. ""Low HP, eat retreat."""
9 generationLine7,direct,20,00465,mutated,00455,0.92,Communication,"Teammate HP<12 and own>15: Send 8+ bread/arrows, move_to_teammate_pos radius=10, assist. ""Aid sent to you.""","Teammate HP <12: Send 8+ bread/arrows, move_to_teammate_pos radius=5, assist. ""Aid sent, to you."""
9 generationLine7,direct,20,00467,mutated,00458,0.828,Mutualism|Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Low danger: Test ""I tank sword close, you bow kite 12b?"" or reverse; confirm ""Roles: I tank/you kite.""","Low danger: Test ""I tank sword close, you bow kite 10b?"" or reverse; message roles first."
9 generationLine7,direct,20,00468,new,,,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test when safe and separated >15b: move_to_teammate_pos radius=12. ""Proactive group up.""",
9 generationLine7,direct,20,,disappeared,00453,,Communication,,"Any new threat(s): Message ""Threats Xb"" then defend_from_multiple_hosts preferredDistance=8 scanRadius=20."
9 generationLine7,direct,20,,disappeared,00457,,Communication,,"Area clear 20b+: establish_defensive_position radius=8, message ""Clear, defend here."" Share if separated."
9 generationLine7,direct,20,,disappeared,00459,,Cultural Scientific Method - Testing & Meta-Gaming,,"Multi incoming: Test both move_to each other radius=10 for tight group, then defend. ""Group on me?"""
10 generationLine1,direct,2,00470,new,,,Communication,"When hostiles approach, message teammate with distances, then attack nearest hostile under 5 blocks using stone sword via attack_nearest_hostile or attack_hostile_by_id.",
10 generationLine1,direct,2,00471,new,,,Communication,"After killing hostiles, message ""clear"" to teammate and regroup within 2 blocks.",
10 generationLine1,direct,2,00472,new,,,Spatial Coordination & Architecture|Self Preservation,"If health drops below 12, eat bread immediately, then switch to bow and kite at 8+ blocks distance via kite_nearest_hostile or attack_hostile_with_bow.",
10 generationLine1,direct,2,00473,new,,,Communication|Self Preservation,"Communicate only critical info: hostile warnings, low health (<10), or ""clear"".",
10 generationLine1,direct,2,00474,new,,,Self Preservation,Eat 1 bread after each fight when safe to maintain full health.,
10 generationLine1,direct,2,00475,new,,,Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test: Assign roles when clear-one bot melee tanks, other bows from 5 blocks behind; swap if low health.",
10 generationLine1,direct,2,00476,new,,,Cultural Scientific Method - Testing & Meta-Gaming,Test: Place 4 oak planks as barrier when >10 blocks from hostiles and low threat to block paths.,
10 generationLine1,direct,3,00478,new,,,Communication,"Hostiles near: message teammate nearest hostile id/dist or ""multiple zombies"", attack_nearest_hostile (stone_sword, maxSearchRadius=10, engageDistance=3-4, kiteHealthThreshold=12).",
10 generationLine1,direct,3,00479,became less specific,00471,0.649,Communication,"Hostiles down/cleared: message ""clear"" to teammate, regroup with move_to_player.","After killing hostiles, message ""clear"" to teammate and regroup within 2 blocks."
10 generationLine1,direct,3,00480,new,,,Self Preservation,"Health <12: eat_bread (maxCount=1), switch to bow/kite_nearest_hostile at 8+ blocks if available.",
10 generationLine1,direct,3,00481,new,,,Self Preservation,After fights when clear: eat 1 bread to restore full health.,
10 generationLine1,direct,3,00482,mutated,00473,0.815,Communication|Self Preservation,"Communicate only critical: hostile ids/dist, low health, ""clear"".","Communicate only critical info: hostile warnings, low health (<10), or ""clear""."
10 generationLine1,direct,3,00483,new,,,Communication|Mutualism|Cultural Scientific Method - Testing & Meta-Gaming,"Test when clear: assign roles via message (""I tank melee"" or ""I bow support""), melee faces hostiles, bow stays 4-5 blocks behind and fires.",
10 generationLine1,direct,3,00484,new,,,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,Test solo/safe (>10 blocks from hostiles): place 4 oak planks barrier for cover/path block.,
10 generationLine1,direct,3,,disappeared,00470,,Communication,,"When hostiles approach, message teammate with distances, then attack nearest hostile under 5 blocks using stone sword via attack_nearest_hostile or attack_hostile_by_id."
10 generationLine1,direct,3,,disappeared,00472,,Spatial Coordination & Architecture|Self Preservation,,"If health drops below 12, eat bread immediately, then switch to bow and kite at 8+ blocks distance via kite_nearest_hostile or attack_hostile_with_bow."
10 generationLine1,direct,3,,disappeared,00474,,Self Preservation,,Eat 1 bread after each fight when safe to maintain full health.
10 generationLine1,direct,3,,disappeared,00475,,Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,,"Test: Assign roles when clear-one bot melee tanks, other bows from 5 blocks behind; swap if low health."
10 generationLine1,direct,3,,disappeared,00476,,Cultural Scientific Method - Testing & Meta-Gaming,,Test: Place 4 oak planks as barrier when >10 blocks from hostiles and low threat to block paths.
10 generationLine1,direct,4,00485,mutated,00478,0.927,Communication,"Hostiles near: message teammate ""zombie X dX"" or ""multiple zombies"", attack_nearest_hostile(stone_sword, maxSearchRadius=10, engageDistance=3.5, kiteHealthThreshold=12).","Hostiles near: message teammate nearest hostile id/dist or ""multiple zombies"", attack_nearest_hostile (stone_sword, maxSearchRadius=10, engageDistance=3-4, kiteHealthThreshold=12)."
10 generationLine1,direct,4,00486,new,,,Communication,"No hostiles/clear: message ""clear"", loosely regroup move_to_player(teammate, followDistanceBlocks=4, stopRangeBlocks=2).",
10 generationLine1,direct,4,00487,mutated,00480,0.621,Self Preservation,"Health <12 or recent damage: eat_bread(maxCount=2), kite_nearest_hostile(maxTicks=80, preferredDistance=8, retreatBlocks=6) if threats.","Health <12: eat_bread (maxCount=1), switch to bow/kite_nearest_hostile at 8+ blocks if available."
10 generationLine1,direct,4,00488,new,,,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Pickup leather tunic: new_action equip_leather_tunic {itemName: ""leather_tunic""} for protection.",
10 generationLine1,direct,4,00489,mutated,00482,0.836,Communication|Self Preservation,"Communicate only critical: threats/dist, ""low hp"", ""clear"".","Communicate only critical: hostile ids/dist, low health, ""clear""."
10 generationLine1,direct,4,00490,mutated,00483,0.591,Communication|Mutualism|Cultural Scientific Method - Testing & Meta-Gaming,"Test when clear: message role ""I tank melee"" or ""I bow support""; tank sword engage 3blks front, bow attack_nearest_hostile(bow, engageDistance=7, maxSearchRadius=15) from 5+ blks back.","Test when clear: assign roles via message (""I tank melee"" or ""I bow support""), melee faces hostiles, bow stays 4-5 blocks behind and fires."
10 generationLine1,direct,4,00491,new,,,Communication|Spatial Coordination & Architecture|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test safe/clear: place 2 oak planks as wall segment toward threat direction, message teammate location.",
10 generationLine1,direct,4,00492,new,,,Communication|Cultural Scientific Method - Testing & Meta-Gaming,"Test share: if teammate messages ""low"", drop_item(bread) or 10 arrows toward them using new_action if needed.",
10 generationLine1,direct,4,,disappeared,00479,,Communication,,"Hostiles down/cleared: message ""clear"" to teammate, regroup with move_to_player."
10 generationLine1,direct,4,,disappeared,00481,,Self Preservation,,After fights when clear: eat 1 bread to restore full health.
10 generationLine1,direct,4,,disappeared,00484,,Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,,Test solo/safe (>10 blocks from hostiles): place 4 oak planks barrier for cover/path block.
10 generationLine1,direct,5,00495,mutated,00487,0.959,Self Preservation,"Health <12 or recent damage: msg ""low hp"", eat_bread(maxCount=2), kite_nearest_hostile(maxTicks=80, preferredDistance=8, retreatBlocks=6) if threats.","Health <12 or recent damage: eat_bread(maxCount=2), kite_nearest_hostile(maxTicks=80, preferredDistance=8, retreatBlocks=6) if threats."
10 generationLine1,direct,5,00496,persisted,00488,1.0,Cultural Scientific Method - Testing & Meta-Gaming,"Pickup leather_tunic: new_action equip_leather_tunic {itemName: ""leather_tunic""} for protection.","Pickup leather tunic: new_action equip_leather_tunic {itemName: ""leather_tunic""} for protection."
10 generationLine1,direct,5,00497,mutated,00489,0.763,Communication|Self Preservation,"Communicate critical only: threat cnt/type/dist updates, ""low hp"", ""clear"".","Communicate only critical: threats/dist, ""low hp"", ""clear""."
10 generationLine1,direct,5,00498,mutated,00490,0.739,Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test roles when clear/safe: msg ""I tank melee"" (front sword engage 3blks) or ""I bow support"" (back 5+blks attack_nearest_hostile(bow, engageDistance=7, maxSearchRadius=15)); switch if skeletons near.","Test when clear: message role ""I tank melee"" or ""I bow support""; tank sword engage 3blks front, bow attack_nearest_hostile(bow, engageDistance=7, maxSearchRadius=15) from 5+ blks back."
10 generationLine1,direct,5,00499,became more specific,00491,0.629,Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test safe/clear: if planks and recent ranged dmg, place 2 oak planks toward threat as cover, msg teammate ""cover here"".","Test safe/clear: place 2 oak planks as wall segment toward threat direction, message teammate location."
10 generationLine1,direct,5,00500,became less specific,00492,0.711,Cultural Scientific Method - Testing & Meta-Gaming,"Test share: teammate ""low hp"" msg: drop_item(bread qty=2) or 10 arrows toward them.","Test share: if teammate messages ""low"", drop_item(bread) or 10 arrows toward them using new_action if needed."
10 generationLine1,direct,5,,disappeared,00485,,Communication,,"Hostiles near: message teammate ""zombie X dX"" or ""multiple zombies"", attack_nearest_hostile(stone_sword, maxSearchRadius=10, engageDistance=3.5, kiteHealthThreshold=12)."
10 generationLine1,direct,5,,disappeared,00486,,Communication,,"No hostiles/clear: message ""clear"", loosely regroup move_to_player(teammate, followDistanceBlocks=4, stopRangeBlocks=2)."
10 generationLine1,direct,6,00503,persisted,00495,1.0,Self Preservation,"Health <12 or recent damage: msg ""low hp"", eat_bread(maxCount=2), kite_nearest_hostile(maxTicks=80, preferredDistance=8, retreatBlocks=6) if threats.","Health <12 or recent damage: msg ""low hp"", eat_bread(maxCount=2), kite_nearest_hostile(maxTicks=80, preferredDistance=8, retreatBlocks=6) if threats."
10 generationLine1,direct,6,00505,mutated,00497,0.707,Communication|Mutualism|Self Preservation,"Communicate critical only: threat updates, ""low hp"", ""clear"", role offers like ""I tank melee"".","Communicate critical only: threat cnt/type/dist updates, ""low hp"", ""clear""."
10 generationLine1,direct,6,00507,mutated,00498,0.844,Mutualism|Self Preservation,"Safe/clear with roles: msg ""I tank melee"" (engage 3blks front) or ""I bow support"" (back 5+blks attack_nearest_hostile(bow, engageDistance=7, maxSearchRadius=15)); switch roles if skeletons.","Test roles when clear/safe: msg ""I tank melee"" (front sword engage 3blks) or ""I bow support"" (back 5+blks attack_nearest_hostile(bow, engageDistance=7, maxSearchRadius=15)); switch if skeletons near."
10 generationLine1,direct,6,00508,mutated,00499,0.827,Mutualism|Cultural Scientific Method - Testing & Meta-Gaming|Self Preservation,"Test safe/clear with planks: if recent ranged damage, place 2 oak_planks as cover toward threat dir, msg ""cover here"".","Test safe/clear: if planks and recent ranged dmg, place 2 oak planks toward threat as cover, msg teammate ""cover here""."
10 generationLine1,direct,6,,disappeared,00496,,Cultural Scientific Method - Testing & Meta-Gaming,,"Pickup leather_tunic: new_action equip_leather_tunic {itemName: ""leather_tunic""} for protection."
10 generationLine1,direct,6,,disappeared,00500,,Cultural Scientific Method - Testing & Meta-Gaming,,"Test share: teammate ""low hp"" msg: drop_item(bread qty=2) or 10 arrows toward them."
10 generationLine1,direct,7,00511,persisted,00503,1.0,Self Preservation,"Health <12 or recent damage: msg ""low hp"", eat_bread(maxCount=2), kite_nearest_hostile(maxTicks=80, preferredDistance=8, retreatBlocks=6) if threats.","Health <12 or recent damage: msg ""low hp"", eat_bread(maxCount=2), kite_nearest_hostile(maxTicks=80, preferredDistance=8, retreatBlocks=6) if threats."
10 generationLine1,direct,7,00514,mutated,00505,0.628,Communication|Self Preservation,"Communicate critical only: ""low hp"", ""clear"".","Communicate critical only: threat updates, ""low hp"", ""clear"", role offers like ""I tank melee""."
10 generationLine1,direct,7,00515,became less specific,00507,0.601,Self Preservation,"Skeletons near and have bow/arrows: msg ""skeletons"", attack_nearest_hostile(bow, engageDistance=7, maxSearchRadius=15).","Safe/clear with roles: msg ""I tank melee"" (engage 3blks front) or ""I bow support"" (back 5+blks attack_nearest_hostile(bow, engageDistance=7, maxSearchRadius=15)); switch roles if skeletons."
